ENUM_ID	ID_VALUE	ID_STR	STR LENGTH	duplicate ID
STR_PLMN_NAME_357	26721	AMERIS	14	
STR_PLMN_NAME_358	26722	Telesur	16	
STR_PLMN_NAME_359	26723	AT&T	10	
STR_PLMN_NAME_360	26724	Centennial	22	
STR_PLMN_NAME_361	26725	Cell One	18	
STR_PLMN_NAME_362	26726	UNICEL	14	
STR_PLMN_NAME_363	26727	CLARO UY	18	
STR_PLMN_NAME_364	26728	Digitel	16	
STR_PLMN_NAME_365	26729	Lusacell	18	
STR_PLMN_NAME_366	26730	Telstra Mobile	30	
STR_PLMN_NAME_367	26731	Optus	12	
STR_PLMN_NAME_368	26732	vodafone AU	24	
STR_PLMN_NAME_369	26733	Telecom	16	
STR_PLMN_NAME_370	26734	VODAFONE FJ	24	
STR_PLMN_NAME_371	26735	VINI	10	
STR_PLMN_NAME_372	26736	TSKL	10	
STR_PLMN_NAME_373	26737	FSM Telecom	24	
STR_PLMN_NAME_374	26738	Mobilis	16	
STR_PLMN_NAME_375	26739	vodafone NZ	24	
STR_PLMN_NAME_376	26740	Telecom NZ	22	
STR_PLMN_NAME_377	26741	Palau Mobile	26	
STR_PLMN_NAME_378	26742	SamoaTel	18	
STR_PLMN_NAME_379	26743	BREEZE	14	
STR_PLMN_NAME_380	26744	U-CALL	14	
STR_PLMN_NAME_381	26745	VUT SMILE	20	
STR_PLMN_NAME_382	26746	Djezzy	14	
STR_PLMN_NAME_383	26747	TLCL-BEN	18	
STR_PLMN_NAME_384	26748	BBCOM	12	
STR_PLMN_NAME_385	26749	GloBenin	18	
STR_PLMN_NAME_386	26750	MASCOM	14	
STR_PLMN_NAME_387	26751	Zain	10	
STR_PLMN_NAME_388	26752	Spacetel	18	
STR_PLMN_NAME_389	26753	Safaris	16	
STR_PLMN_NAME_390	26754	ONATEL	14	
STR_PLMN_NAME_391	26755	MTN CAM	16	
STR_PLMN_NAME_392	26756	Orange CAM	22	
STR_PLMN_NAME_393	26757	CPV MOVEL	20	
STR_PLMN_NAME_394	26758	NationLink	22	
STR_PLMN_NAME_395	26759	HURI	10	
STR_PLMN_NAME_396	26760	Libertis	18	
STR_PLMN_NAME_397	26761	Vodacom CD	22	
STR_PLMN_NAME_398	26762	SCELL CD	18	
STR_PLMN_NAME_399	26763	EVATIS	14	
STR_PLMN_NAME_400	26764	MobiNiL	16	
STR_PLMN_NAME_401	26765	Vodafone EG	24	
STR_PLMN_NAME_402	26766	ETHMTN	14	
STR_PLMN_NAME_403	26767	Orange GQ	20	
STR_PLMN_NAME_404	26768	Gamcel	14	
STR_PLMN_NAME_405	26769	Africell	18	
STR_PLMN_NAME_406	26770	Onetouch	18	
STR_PLMN_NAME_407	26771	Sotelgui Guinea	32	
STR_PLMN_NAME_408	26772	ACELL-CI	18	
STR_PLMN_NAME_409	26773	MTN CI	14	
STR_PLMN_NAME_410	26774	Safaricom	20	
STR_PLMN_NAME_411	26775	Vodacom-LS	22	
STR_PLMN_NAME_412	26776	Econet	14	
STR_PLMN_NAME_413	26777	Al Madar	18	
STR_PLMN_NAME_414	26778	Orange MG	20	
STR_PLMN_NAME_415	26779	TNL	8	
STR_PLMN_NAME_416	26780	MALITEL ML	22	
STR_PLMN_NAME_417	26781	ORANGE ML	20	
STR_PLMN_NAME_418	26782	MATTEL	14	
STR_PLMN_NAME_419	26783	Mauritel	18	
STR_PLMN_NAME_420	26784	Cellplus	18	
STR_PLMN_NAME_421	26785	EMTEL	12	
STR_PLMN_NAME_422	26786	MEDITEL	16	
STR_PLMN_NAME_423	26787	IAM	8	
STR_PLMN_NAME_424	26788	mCel	10	
STR_PLMN_NAME_425	26789	VodaCom	16	
STR_PLMN_NAME_426	26790	MTC	8	
STR_PLMN_NAME_427	26791	Sonitel	16	
STR_PLMN_NAME_428	26792	Moov	10	
STR_PLMN_NAME_429	26793	Zain NG	16	
STR_PLMN_NAME_430	26794	MTN NG	14	
STR_PLMN_NAME_431	26795	Mtel	10	
STR_PLMN_NAME_432	26796	glo	8	
STR_PLMN_NAME_433	26797	OUTREMER	18	
STR_PLMN_NAME_434	26798	SFR	8	
STR_PLMN_NAME_435	26799	CSTmovel	18	
STR_PLMN_NAME_436	26800	ALIZE	12	
STR_PLMN_NAME_437	26801	SENTEL	14	
STR_PLMN_NAME_438	26802	C&W SEY	16	
STR_PLMN_NAME_439	26803	MILLICOM	18	
STR_PLMN_NAME_440	26804	Telesom	16	
STR_PLMN_NAME_441	26805	SOMAFONE	18	
STR_PLMN_NAME_442	26806	Golis	12	
STR_PLMN_NAME_443	26807	Telsom	14	
STR_PLMN_NAME_444	26808	VodaCom-SA	22	
STR_PLMN_NAME_445	26809	Cell C	14	
STR_PLMN_NAME_446	26810	MTN-SA	14	
STR_PLMN_NAME_447	26811	ZANTEL	14	
STR_PLMN_NAME_448	26812	TOGO CELL	20	
STR_PLMN_NAME_449	26813	Telecel Togo	26	
STR_PLMN_NAME_450	26814	TUNTEL	14	
STR_PLMN_NAME_451	26815	TUNISIANA	20	
STR_PLMN_NAME_452	26816	UT Mobile	20	
STR_PLMN_NAME_453	26817	NetOne	14	
STR_PLMN_NAME_454	26818	TIGO	10	
STR_PLMN_NAME_455	26819	VO	6	
STR_ID_LIVE_WALLPAPER_DUMMY_NAME	28949	?	4	STR_ID_APP_MRE
STR_ID_LIVE_WALLPAPER_TOTAL_DUMMY_NAME	28960	?	4	STR_ID_APP_MRE
STR_GDI	32206	?	4	STR_ID_APP_MRE
Venus_Theme	32794	?	4	STR_ID_APP_MRE
STR_ID_APP_MRE_AM	32815	?	4	STR_ID_APP_MRE
STR_ID_NPR_TTS_MENU1	32999	?	4	STR_ID_APP_MRE
STR_ID_NPR_TTS_MENU2	33000	?	4	STR_ID_APP_MRE
STR_ID_NPR_TTS_ABOUT	33001	?	4	STR_ID_APP_MRE
STR_ID_NPR_TTS_ABOUT_INFO	33002	?	4	STR_ID_APP_MRE
STR_ID_NPR_TTS_VOL	33003	?	4	STR_ID_APP_MRE
STR_ID_NPR_TTS_SMS_NOTICE	33004	?	4	STR_ID_APP_MRE
STR_ID_TTS_SETTING_MENU_TEXT	33005	?	4	STR_ID_APP_MRE
STR_ID_TTS_MENU_READ	33006	?	4	STR_ID_APP_MRE
STR_ID_TTS_INCOMING_CALL_READ	33007	?	4	STR_ID_APP_MRE
STR_ID_TTS_KEYPAD_READ	33008	?	4	STR_ID_APP_MRE
STR_ID_TTS_TIME_READ_SET	33009	?	4	STR_ID_APP_MRE
STR_ID_TTS_VOICE_SEL	33010	?	4	STR_ID_APP_MRE
STR_ID_TTS_VOL_SET	33011	?	4	STR_ID_APP_MRE
STR_ID_TTS_ABOUT	33012	?	4	STR_ID_APP_MRE
STR_ID_TTS_TIME_READ_AUTO	33013	?	4	STR_ID_APP_MRE
STR_ID_TTS_TIME_READ_HAND	33014	?	4	STR_ID_APP_MRE
STR_ID_TTS_SMS_READ_SET	33015	?	4	STR_ID_APP_MRE
STR_ID_TTS_SMS_RECV_READ	33016	?	4	STR_ID_APP_MRE
STR_ID_TTS_SMS_AUTO_READ	33017	?	4	STR_ID_APP_MRE
STR_ID_TTS_TIME_READ_TIPS	33018	?	4	STR_ID_APP_MRE
STR_ID_TTS_ABOUT_INFO	33019	?	4	STR_ID_APP_MRE
STR_ID_TTS_FEMALE	33020	?	4	STR_ID_APP_MRE
STR_ID_TTS_GD	33021	?	4	STR_ID_APP_MRE
STR_ID_TTS_SC	33022	?	4	STR_ID_APP_MRE
STR_ID_TTS_DB	33023	?	4	STR_ID_APP_MRE
STR_ID_TTS_MALE	33024	?	4	STR_ID_APP_MRE
STR_ID_TTS_CHILDREN	33025	?	4	STR_ID_APP_MRE
STR_ID_NPR_INSERT_SIM_CARD	33026	?	4	STR_ID_APP_MRE
STR_ID_NPR_INVALID_SIM_CARD	33027	?	4	STR_ID_APP_MRE
STR_ID_NPR_NET_NOT_INITED	33028	?	4	STR_ID_APP_MRE
STR_ID_NPR_INSERT_T_CARD	33029	?	4	STR_ID_APP_MRE
STR_ID_NPR_TTS_SET_SIM	33030	?	4	STR_ID_APP_MRE
STR_ID_NPR_TTS_RESOURCES_DOWN	33031	?	4	STR_ID_APP_MRE
STR_GUOBI_COMMON_MOVING_ID	33152	?	4	STR_ID_APP_MRE
STR_KJX_OUTCALL_SOS1	33462	SOS 1	12	
STR_KJX_OUTCALL_SOS2	33463	SOS 2	12	
STR_KJX_OUTCALL_SOS3	33464	SOS 3	12	
STR_KJX_OUTCALL_WHITE_NUM	33465	WHITE NUMBER	26	
STR_KJX_OUTCALL_NONUMBER	33466	no number!	22	
STR_KJX_INCOMING_CALL	33467	incoming call	28	
STR_KJX_IN_CALLING	33468	calling	16	
STR_ID_CAMERA_BANDING_50HZ	34660	50Hz	10	
STR_ID_CAMERA_BANDING_60HZ	34661	60Hz	10	
STR_ID_CAMERA_IMAGE_SIZE_240x320	34663	240x320	16	
STR_ID_CAMERA_IMAGE_SIZE_160x120	34664	160x120	16	
STR_ID_CAMERA_IMAGE_SIZE_320x240	34665	320x240	16	
STR_ID_CAMERA_IMAGE_SIZE_640x480	34666	640x480	16	
STR_ID_IMGVIEWCUI_NAME	35513	?	4	STR_ID_APP_MRE
STR_TOTAL_NUM_CITY	37665	?	4	STR_ID_APP_MRE
STR_WCLOCK_CITY_ABBRE58	37724	?	4	STR_ID_APP_MRE
STR_WCLOCK_CITY_ABBRE59	37725	?	4	STR_ID_APP_MRE
STR_WCLOCK_CITY_ABBRE60	37726	?	4	STR_ID_APP_MRE
STR_WCLOCK_CITY_ABBRE61	37727	?	4	STR_ID_APP_MRE
STR_WCLOCK_CITY_ABBRE62	37728	?	4	STR_ID_APP_MRE
STR_WCLOCK_CITY_ABBRE63	37729	?	4	STR_ID_APP_MRE
STR_WCLOCK_CITY_ABBRE64	37730	?	4	STR_ID_APP_MRE
STR_WCLOCK_CITY_ABBRE65	37731	?	4	STR_ID_APP_MRE
STR_WCLOCK_CITY_ABBRE66	37732	?	4	STR_ID_APP_MRE
STR_WCLOCK_CITY_ABBRE67	37733	?	4	STR_ID_APP_MRE
STR_WCLOCK_CITY_ABBRE68	37734	?	4	STR_ID_APP_MRE
STR_WCLOCK_CITY_ABBRE69	37735	?	4	STR_ID_APP_MRE
STR_WCLOCK_CITY_ABBRE70	37736	?	4	STR_ID_APP_MRE
STR_WCLOCK_CITY_ABBRE71	37737	?	4	STR_ID_APP_MRE
STR_WCLOCK_CITY_ABBRE72	37738	?	4	STR_ID_APP_MRE
STR_WCLOCK_CITY_ABBRE73	37739	?	4	STR_ID_APP_MRE
STR_WCLOCK_CITY_ABBRE74	37740	?	4	STR_ID_APP_MRE
STR_WCLOCK_CITY_ABBRE75	37741	?	4	STR_ID_APP_MRE
STR_WCLOCK_CITY_ABBRE76	37742	?	4	STR_ID_APP_MRE
STR_WCLOCK_CITY_ABBRE77	37743	?	4	STR_ID_APP_MRE
STR_UC_CREATING_ID	38150	?	4	STR_ID_APP_MRE
STR_UC_ADD_RECIPIENT	38203	?	4	STR_ID_APP_MRE
STR_ID_CLOG_CCOST	39934	?	4	STR_ID_APP_MRE
STR_ID_CLOG_GPRS_COUNT_B	39947	?	4	STR_ID_APP_MRE
STR_ID_CLOG_GPRS_COUNT_KB	39948	?	4	STR_ID_APP_MRE
STR_ID_CLOG_GPRS_COUNT_MB	39949	?	4	STR_ID_APP_MRE
STR_ID_CLOG_GPRS_COUNT_IF_RESET	39955	?	4	STR_ID_APP_MRE
STR_ID_NITZ_BASE	44407	?	4	STR_ID_APP_MRE
STR_ID_NITZ_MAX	44412	?	4	STR_ID_APP_MRE
STR_ID_SMS_SUCCESSFUL_TO_SEND_TO	46481	?	4	STR_ID_APP_MRE
STR_USE_EMAIL_ADDRESS_MENUENTRY	46577	?	4	STR_ID_APP_MRE
STR_VOICEMAIL_IND	46581	?	4	STR_ID_APP_MRE
STR_FAX_IND	46582	?	4	STR_ID_APP_MRE
STR_EMAIL_IND	46583	?	4	STR_ID_APP_MRE
STR_NET_OTHER_IND	46584	?	4	STR_ID_APP_MRE
STR_VOICEMAIL_NUM_IND	46585	?	4	STR_ID_APP_MRE
STR_FAX_NUM_IND	46586	?	4	STR_ID_APP_MRE
STR_EMAIL_NUM_IND	46587	?	4	STR_ID_APP_MRE
STR_NET_OTHER_NUM_IND	46588	?	4	STR_ID_APP_MRE
STR_VOICEMAIL_NUM_IND_PLURAL	46589	?	4	STR_ID_APP_MRE
STR_FAX_NUM_IND_PLURAL	46590	?	4	STR_ID_APP_MRE
STR_EMAIL_NUM_IND_PLURAL	46591	?	4	STR_ID_APP_MRE
STR_NET_OTHER_NUM_IND_PLURAL	46592	?	4	STR_ID_APP_MRE
